number,family,genus,specific epithet,species,mycorrhizal type selivanov,mycorrhizal type modern,site number,intensity of mycorrhizal infection,literature data on presence-absence of mycorrhiza,mycorrhizal intensity min,mycorrhizal intensity max,taxonomy notes
1610,Cyperaceae,Carex,rostrata,Carex rostrata,no,no,39,0,,,,ok
1611,Cyperaceae,Carex,rostrata,Carex rostrata,no,no,88,0,,,,ok
1612,Cyperaceae,Carex,rostrata,Carex rostrata,no,no,91,0,,,,ok
1613,Cyperaceae,Carex,rostrata,Carex rostrata,no,no,145,0,,,,ok
1614,Cyperaceae,Carex,rostrata,Carex rostrata,no,no,153,,-,,,ok
1615,Cyperaceae,Carex,rupestris,Carex rupestris,Ps.end.,DS,101,30,,,,ok
1616,Cyperaceae,Carex,rupestris,Carex rupestris,no,no,1,,-,,,ok
1617,Cyperaceae,Carex,rupestris,Carex rupestris,no,no,2,0,,,,ok
1618,Cyperaceae,Carex,schmidtii,Carex schmidtii,no,no,39,0,,,,ok
1619,Cyperaceae,Carex,sempervirens,Carex sempervirens,no,no,131,0,,,,ok
1620,Cyperaceae,Carex,songorica,Carex songorica,no,no,65,0,,,,ok
1621,Cyperaceae,Carex,songorica,Carex songorica,no,no,145,0,,,,ok
1622,Cyperaceae,Carex,spicata,Carex spicata,no,no,153,,-,,,ok
1623,Cyperaceae,Carex,stenophylla,Carex stenophylla,no,no,46,0,,,,ok
1624,Cyperaceae,Carex,stenophylloides,Carex stenophylloides,no,no,47,0,,,,ok
1625,Cyperaceae,Carex,stenophylloides,Carex stenophylloides,no,no,138,0,,,,ok
1626,Cyperaceae,Carex,stenophylloides,Carex stenophylloides,no,no,140,0,,,,ok
1627,Cyperaceae,Carex,supina,Carex supina,no,no,47,0,,,,ok
1628,Cyperaceae,Carex,sylvatica,Carex sylvatica,Ps.end.,DS,95,40,,,,ok
1629,Cyperaceae,Carex,sylvatica,Carex sylvatica,no,no,95,0,,,,ok
1630,Cyperaceae,Carex,sylvatica,Carex sylvatica,no,no,133,0,,,,ok
1631,Cyperaceae,Carex,tenuiflora,Carex tenuiflora,no,no,10,0,,,,ok
1632,Cyperaceae,Carex,tenuiflora,Carex tenuiflora,no,no,14,0,,,,ok
1633,Cyperaceae,Carex,tenuiflora,Carex tenuiflora,no,no,20,0,,,,ok
1634,Cyperaceae,Carex,tenuiflora,Carex tenuiflora,no,no,23,0,,,,ok
1635,Cyperaceae,Carex,tomentosa,Carex tomentosa,no,no,10,0,,,,ok
1636,Cyperaceae,Carex,tomentosa,Carex tomentosa,no,no,14,0,,,,ok
1637,Cyperaceae,Carex,tripartita,Carex tripartita,no,no,3,,-,,,ok
1638,Cyperaceae,Carex,tristis,Carex tristis,no,no,99,0,,,,ok
1639,Cyperaceae,Carex,tristis,Carex tristis,no,no,101,0,,,,ok
1640,Cyperaceae,Carex,turkestanica,Carex turkestanica,no,no,145,0,,,,ok
1641,Cyperaceae,Carex,vaginata,Carex vaginata,no,no,14,0,,,,ok
1642,Cyperaceae,Carex,vaginata,Carex vaginata,no,no,99,0,,,,ok
1643,Cyperaceae,Carex,vesicaria,Carex vesicaria,no,no,34,0,,,,ok
1644,Cyperaceae,Carex,vesicaria,Carex vesicaria,no,no,39,0,,,,ok
1645,Cyperaceae,Carex,vesicaria,Carex vesicaria,no,no,153,,-,,,ok
1646,Cyperaceae,Carex,vulgaris,Carex vulgaris,no,no,29,0,,,,ok
1647,Cyperaceae,Carex,vulgaris,Carex vulgaris,no,no,34,0,,,,ok
1648,Cyperaceae,Carex,vulgaris,Carex vulgaris,no,no,39,0,,,,ok
1649,Cyperaceae,Carex,vulpina,Carex vulpina,no,no,34,0,,,,ok
1650,Cyperaceae,Carex,vulpina,Carex vulpina,no,no,39,0,,,,ok
1651,Asteraceae,Carlina,longifolia,Carlina longifolia,Ph.th.end.,AM,25,92,,,,ok
1652,Asteraceae,Carlina,vulgaris,Carlina vulgaris,Ph.th.end.,AM,21,46,,,,ok
1653,Asteraceae,Carlina,vulgaris,Carlina vulgaris,Ph.th.end.,AM,22,80,,,,ok
1654,Betulaceae,Carpinus,betulus,Carpinus betulus,Ecto,Ectomycorrhiza ,27,,+,,,ok
1655,Betulaceae,Carpinus,betulus,Carpinus betulus,Ecto,Ectomycorrhiza ,50,,+,,,ok
1656,Betulaceae,Carpinus,betulus,Carpinus betulus,E.ch.ect.,Ectomycorrhiza ,95,100,,,,ok
1657,Betulaceae,Carpinus,cordata,Carpinus cordata,Ecto,Ectomycorrhiza ,28,,+,,,ok
1658,Betulaceae,Carpinus,orientalis,Carpinus orientalis,E.ch.ect.,Ectomycorrhiza ,133,100,,,,ok
1659,Asteraceae,Carthamus,tinctorius,Carthamus tinctorius,VAM,AM,153,,+,,,ok
1660,Apiaceae,Carum,carvi,Carum carvi,Ph.th.end.,AM,31,60,,,,ok
1661,Apiaceae,Carum,carvi,Carum carvi,Ph.th.end.,AM,87,60,,,,ok
1662,Apiaceae,Carum,carvi,Carum carvi,Ph.th.end.,AM,115,90,,,,ok
1663,Apiaceae,Carum,carvi,Carum carvi,Ph.th.end.,AM,125,20,,10,30,ok
1664,Apiaceae,Carum,carvi,Carum carvi,Ph.th.end.,AM,131,30,,,,ok
1665,Apiaceae,Carum,carvi,Carum carvi,no,no,108,,-,,,ok
1666,Apiaceae,Carum,carvi,Carum carvi,no,no,109,,-,,,ok
1667,Apiaceae,Carum,carvi,Carum carvi,no,no,110,,-,,,ok
1668,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,100,40,,,,ok
1669,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,113,20,,0,40,ok
1670,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,114,60,,,,ok
1671,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,117,50,,40,60,ok
1672,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,121,60,,,,ok
1673,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,122,65,,60,70,ok
1674,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,123,40,,10,70,ok
1675,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,127,30,,,,ok
1676,Apiaceae,Carum,caucasicum,Carum caucasicum,Ph.th.end.,AM,129,30,,,,ok
1677,Apiaceae,Carum,caucasicum,Carum caucasicum,no,no,131,,-,,,ok
1678,Juglandaceae,Carya,illinoinensis,Carya illinoinensis,Ecto,Ectomycorrhiza ,153,,+,,,ok
1679,Juglandaceae,Carya,pallida,Carya pallida,VAM,AM,153,,+,,,ok
1680,Juglandaceae,Carya,pallida,Carya pallida,Ecto,Ectomycorrhiza ,153,,+,,,ok
1681,Juglandaceae,Carya,pecan,Carya pecan,Ecto,Ectomycorrhiza ,153,,+,,,ok
1682,Ericaceae,Cassiope,tetragona,Cassiope tetragona,Ecto er.,Ericoid,2,,+,,,ok
1683,Fagaceae,Castanea,sativa,Castanea sativa,Ph.th.end.,AM,147,,+,,,ok
1684,Fagaceae,Castanea,sativa,Castanea sativa,E.ch.ect.,Ectomycorrhiza ,95,100,,,,ok
1685,Fagaceae,Castanea,sativa,Castanea sativa,E.ch.ect.,Ectomycorrhiza ,133,100,,,,ok
1686,Fagaceae,Castanea,sativa,Castanea sativa,E.ch.ect.,Ectomycorrhiza ,134,100,,,,ok
1687,Fagaceae,Castanea,sativa,Castanea sativa,Ecto,Ectomycorrhiza ,152,,+,,,ok
1688,Scrophulariaceae,Castilleja,arctica,Castilleja arctica,no,no,3,,-,,,now commonly placed in Orobanchaceae
1689,Poaceae,Catabrosa,aquatica,Catabrosa aquatica,no,no,141,0,,,,ok
1690,Bignoniaceae,Catalpa,bungei,Catalpa bungei,Ph.th.end.,AM,149,100,,,,ok
1691,Orchidaceae,Cattleya,bowringiana,Cattleya bowringiana,E.t.end.,Orchid,153,,+,,,ok
1692,Rhamnaceae,Ceanothus,americanus,Ceanothus americanus,VAM,AM,153,,+,,,ok
1693,Pinaceae,Cedrus,atlantica,Cedrus atlantica,E.ch.ect.,Ectomycorrhiza ,148,33,,,,ok
1694,Pinaceae,Cedrus,atlantica,Cedrus atlantica,Ecto,Ectomycorrhiza ,151,,+,,,ok
1695,Pinaceae,Cedrus,atlantica,Cedrus atlantica,Ecto,Ectomycorrhiza ,153,,+,,,ok
1696,Pinaceae,Cedrus,deodara,Cedrus deodara,E.ch.ect.,Ectomycorrhiza ,148,61,,,,ok
1697,Pinaceae,Cedrus,deodara,Cedrus deodara,Ecto,Ectomycorrhiza ,151,,+,,,ok
1698,Pinaceae,Cedrus,deodara,Cedrus deodara,Ecto,Ectomycorrhiza ,153,,+,,,ok
1699,Pinaceae,Cedrus,libani,Cedrus libani,E.ch.ect.,Ectomycorrhiza ,148,,+,,,ok
1700,Pinaceae,Cedrus,libani,Cedrus libani,Ecto,Ectomycorrhiza ,151,,+,,,ok
1701,Pinaceae,Cedrus,libani,Cedrus libani,Ecto,Ectomycorrhiza ,153,,+,,,ok
1702,Ulmaceae,Celtis,caucasica,Celtis caucasica,Ph.th.end.,AM,136,34,,,,ok
1703,Asteraceae,Centaurea,cheiranthifolia,Centaurea cheiranthifolia,Ph.th.end.,AM,112,45,,30,60,ok
1704,Asteraceae,Centaurea,cheiranthifolia,Centaurea cheiranthifolia,Ph.th.end.,AM,115,45,,30,60,ok
1705,Asteraceae,Centaurea,cheiranthifolia,Centaurea cheiranthifolia,Ph.th.end.,AM,116,45,,30,60,ok
1706,Asteraceae,Centaurea,cheiranthifolia,Centaurea cheiranthifolia,Ph.th.end.,AM,120,45,,30,60,ok
1707,Asteraceae,Centaurea,cheiranthifolia,Centaurea cheiranthifolia,Ph.th.end.,AM,123,45,,30,60,ok
1708,Asteraceae,Centaurea,cyanus,Centaurea cyanus,VAM,AM,3,,+,,,ok
1709,Asteraceae,Centaurea,jacea,Centaurea jacea,VAM,AM,37,66,,,,ok
1710,Asteraceae,Centaurea,jacea,Centaurea jacea,VAM,AM,38,56,,,,ok
1711,Asteraceae,Centaurea,phrygia,Centaurea phrygia,Ph.th.end.,AM,29,64,,,,ok
1712,Asteraceae,Centaurea,pulchella,Centaurea pulchella,no,no,71,0,,,,ok
1713,Asteraceae,Centaurea,ruthenica,Centaurea ruthenica,Ph.th.end.,AM,43,60,,,,ok
1714,Asteraceae,Centaurea,ruthenica,Centaurea ruthenica,Ph.th.end.,AM,145,60,,,,ok
1715,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa,Ph.th.end.,AM,25,94,,,,ok
1716,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa,Ph.th.end.,AM,30,70,,,,ok
1717,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa,Ph.th.end.,AM,40,40,,,,ok
1718,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa,Ph.th.end.,AM,41,40,,,,ok
1719,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa,Ph.th.end.,AM,43,40,,,,ok
1720,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa,VAM,AM,153,,+,,,ok
1721,Asteraceae,Centaurea,sibirica,Centaurea sibirica,Ph.th.end.,AM,25,100,,,,ok
1722,Asteraceae,Centaurea,sibirica,Centaurea sibirica,Ph.th.end.,AM,40,60,,,,ok
1723,Asteraceae,Centaurea,squarrosa,Centaurea squarrosa,Ph.th.end.,AM,83,60,,,,ok
1724,Gentianaceae,Centaurium,pulchellum,Centaurium pulchellum,VAM,AM,153,,+,,,ok
1725,Orchidaceae,Cephalanthera,oregana,Cephalanthera oregana,Ecto,Ectomycorrhiza ,153,,+,,,ok
1726,Orchidaceae,Cephalanthera,rubra,Cephalanthera rubra,E.t.end.,Orchid,25,90,,,,ok
1727,Dipsacaceae,Cephalaria,gigantea,Cephalaria gigantea,Ph.th.end.,AM,96,75,,,,ok
1728,Dipsacaceae,Cephalaria,gigantea,Cephalaria gigantea,Ph.th.end.,AM,151,80,,,,ok
1729,Cephalotaxaceae,Cephalotaxus,drupacea,Cephalotaxus drupacea,Ph.th.end.,AM,148,,+,,,ok
1730,Cephalotaxaceae,Cephalotaxus,fortunei,Cephalotaxus fortunei,Ph.th.end.,AM,148,,+,,,ok
1731,Cephalotaxaceae,Cephalotaxus,fortunei,Cephalotaxus fortunei,VAM,AM,151,,+,,,ok
1732,Caryophyllaceae,Cerastium,alpinum,Cerastium alpinum,no,no,153,,-,,,ok
1733,Caryophyllaceae,Cerastium,argenteum,Cerastium argenteum,no,no,150,0,,,,ok
1734,Caryophyllaceae,Cerastium,arvense,Cerastium arvense,Ph.th.end.,AM,110,20,,,,ok
1735,Caryophyllaceae,Cerastium,arvense,Cerastium arvense,Ph.th.end.,AM,116,45,,,,ok
1736,Caryophyllaceae,Cerastium,arvense,Cerastium arvense,Ph.th.end.,AM,117,30,,,,ok
1737,Caryophyllaceae,Cerastium,arvense,Cerastium arvense,no,no,25,0,,,,ok
1738,Caryophyllaceae,Cerastium,arvense,Cerastium arvense,no,no,107,0,,,,ok
1739,Caryophyllaceae,Cerastium,beeringianum,Cerastium beeringianum,no,no,1,,-,,,ok
1740,Caryophyllaceae,Cerastium,beeringianum,Cerastium beeringianum,no,no,3,,-,,,ok
1741,Caryophyllaceae,Cerastium,bungeanum,Cerastium bungeanum,no,no,144,0,,,,ok
1742,Caryophyllaceae,Cerastium,cerastoides,Cerastium cerastoides,no,no,96,0,,,,ok
1743,Caryophyllaceae,Cerastium,cerastoides,Cerastium cerastoides,no,no,131,0,,,,ok
1744,Caryophyllaceae,Cerastium,cerastoides,Cerastium cerastoides,no,no,138,0,,,,ok
1745,Caryophyllaceae,Cerastium,cerastoides,Cerastium cerastoides,no,no,139,0,,,,ok
1746,Caryophyllaceae,Cerastium,cerastoides,Cerastium cerastoides,no,no,143,0,,,,ok
1747,Caryophyllaceae,Cerastium,davuricum,Cerastium davuricum,no,no,103,0,,,,ok
1748,Caryophyllaceae,Cerastium,dichotomum,Cerastium dichotomum,no,no,83,0,,,,ok
1749,Caryophyllaceae,Cerastium,fontanum,Cerastium fontanum,no,no,37,,-,,,ok
1750,Caryophyllaceae,Cerastium,kasbek,Cerastium kasbek,no,no,131,0,,,,ok
1751,Caryophyllaceae,Cerastium,kasbek,Cerastium kasbek,no,no,132,0,,,,ok
1752,Caryophyllaceae,Cerastium,maximum,Cerastium maximum,no,no,1,,-,,,ok
1753,Caryophyllaceae,Cerastium,multiflorum,Cerastium multiflorum,no,no,130,0,,,,ok
1754,Caryophyllaceae,Cerastium,pauciflorum,Cerastium pauciflorum,no,no,84,0,,,,ok
1755,Caryophyllaceae,Cerastium,pauciflorum,Cerastium pauciflorum,no,no,90,0,,,,ok
1756,Caryophyllaceae,Cerastium,purpurascens,Cerastium purpurascens,no,no,111,,-,,,ok
1757,Caryophyllaceae,Cerastium,svanicum,Cerastium svanicum,no,no,131,0,,,,ok
1758,Caryophyllaceae,Cerastium,uralense,Cerastium uralense,no,no,86,0,,,,ok
1759,Amaranthaceae,Ceratocarpus,arenarius,Ceratocarpus arenarius,no,no,59,0,,,,ok
1760,Amaranthaceae,Ceratocarpus,arenarius,Ceratocarpus arenarius,no,no,60,0,,,,ok
1761,Amaranthaceae,Ceratocarpus,arenarius,Ceratocarpus arenarius,no,no,61,0,,,,ok
1762,Amaranthaceae,Ceratocarpus,papposa,Ceratocarpus papposa,Ph.th.end.,AM,54,20,,,,note that generic name may have changed
1763,Amaranthaceae,Ceratocarpus,papposa,Ceratocarpus papposa,Ph.th.end.,AM,55,20,,,,note that generic name may have changed
1764,Amaranthaceae,Ceratocarpus,papposa,Ceratocarpus papposa,Ph.th.end.,AM,56,20,,,,note that generic name may have changed
1765,Amaranthaceae,Ceratocarpus,papposa,Ceratocarpus papposa,Ph.th.end.,AM,65,20,,,,note that generic name may have changed
1766,Amaranthaceae,Ceratocarpus,papposa,Ceratocarpus papposa,Ph.th.end.,AM,66,20,,,,note that generic name may have changed
1767,Amaranthaceae,Ceratocarpus,utriculosus,Ceratocarpus utriculosus,no,no,54,0,,,,ok
1768,Amaranthaceae,Ceratocarpus,utriculosus,Ceratocarpus utriculosus,no,no,56,0,,,,ok
1769,Amaranthaceae,Ceratocarpus,utriculosus,Ceratocarpus utriculosus,no,no,57,0,,,,ok
1770,Amaranthaceae,Ceratocarpus,utriculosus,Ceratocarpus utriculosus,no,no,58,0,,,,ok
1771,Amaranthaceae,Ceratocarpus,utriculosus,Ceratocarpus utriculosus,no,no,59,0,,,,ok
1772,Amaranthaceae,Ceratocarpus,utriculosus,Ceratocarpus utriculosus,no,no,76,0,,,,ok
1773,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,Ph.th.end.,AM,54,40,,,,ok
1774,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,Ph.th.end.,AM,59,20,,,,ok
1775,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,Ph.th.end.,AM,61,60,,,,ok
1776,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,Ph.th.end.,AM,74,42,,,,ok
1777,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,Ph.th.end.,AM,76,63,,,,ok
1778,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,no,no,56,0,,,,ok
1779,Ranunculaceae,Ceratocephala,testiculata,Ceratocephala testiculata,no,no,57,0,,,,ok
1780,Fabaceae,Ceratonia,siliqua,Ceratonia siliqua,VAM,AM,154,,+,,,ok
1781,Cactaceae,Cereus,peruvianus,Cereus peruvianus,no,no,154,0,,,,ok
1782,Boraginaceae,Cerinthe,glabra,Cerinthe glabra,Ph.th.end.,AM,120,20,,,,ok
1783,Apocynaceae,Ceropegia,moodii,Ceropegia moodii,Ph.th.end.,AM,154,,+,,,ok
1784,Rosaceae,Chaenomeles,japonica,Chaenomeles japonica,Ph.th.end.,AM,146,80,,,,ok
1785,Apiaceae,Chaerophyllum,aureum,Chaerophyllum aureum,Ph.th.end.,AM,96,70,,40,100,ok
1786,Apiaceae,Chaerophyllum,bulbosum,Chaerophyllum bulbosum,Ph.th.end.,AM,35,80,,,,ok
1787,Apiaceae,Chaerophyllum,bulbosum,Chaerophyllum bulbosum,Ph.th.end.,AM,39,60,,,,ok
1788,Apiaceae,Chaerophyllum,bulbosum,Chaerophyllum bulbosum,no,no,32,,-,,,ok
1789,Apiaceae,Chaerophyllum,humile,Chaerophyllum humile,no,no,131,,-,,,ok
1790,Apiaceae,Chaerophyllum,millefolium,Chaerophyllum millefolium,Ph.th.end.,AM,96,40,,,,ok
1791,Apiaceae,Chaerophyllum,roseum,Chaerophyllum roseum,Ph.th.end.,AM,120,20,,10,30,ok
1792,Cupressaceae,Chamaecyparis,formosensis,Chamaecyparis formosensis,Ph.th.end.,AM,149,100,,,,ok
1793,Cupressaceae,Chamaecyparis,lawsoniana,Chamaecyparis lawsoniana,Ph.th.end.,AM,148,,+,,,ok
1794,Cupressaceae,Chamaecyparis,lawsoniana,Chamaecyparis lawsoniana,VAM,AM,151,,+,,,ok
1795,Cupressaceae,Chamaecyparis,nootkatensis,Chamaecyparis nootkatensis,Ph.th.end.,AM,148,,+,,,ok
1796,Cupressaceae,Chamaecyparis,obtusa,Chamaecyparis obtusa,Ph.th.end.,AM,148,,+,,,ok
1797,Cupressaceae,Chamaecyparis,obtusa,Chamaecyparis obtusa,VAM,AM,151,,+,,,ok
1798,Cupressaceae,Chamaecyparis,pisifera,Chamaecyparis pisifera,Ph.th.end.,AM,148,,+,,,ok
1799,Cupressaceae,Chamaecyparis,pisifera,Chamaecyparis pisifera,VAM,AM,151,,+,,,ok
1800,Cupressaceae,Chamaecyparis,thyoides,Chamaecyparis thyoides,Ph.th.end.,AM,148,,+,,,ok
1801,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,17,20,,,,ok
1802,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,18,34,,,,ok
1803,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,21,26,,,,ok
1804,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,22,80,,,,ok
1805,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,23,84,,,,ok
1806,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,25,60,,,,ok
1807,Fabaceae,Chamaecytisus,ruthenicus,Chamaecytisus ruthenicus,Ph.th.end.,AM,145,66,,,,ok
1808,Fabaceae,Chamaecytisus,zingeri,Chamaecytisus zingeri,Ph.th.end.,AM,85,10,,,,ok
1809,Ericaceae,Chamaedaphne,calyculata,Chamaedaphne calyculata,E.t.ect.er. ,Ericoid,14,40,,,,ok
1810,Ericaceae,Chamaedaphne,calyculata,Chamaedaphne calyculata,E.t.ect.er. ,Ericoid,20,40,,,,ok
1811,Ericaceae,Chamaedaphne,calyculata,Chamaedaphne calyculata,E.t.ect.er. ,Ericoid,24,52,,,,ok
1812,Ericaceae,Chamaedaphne,calyculata,Chamaedaphne calyculata,E.t.ect.er. ,Ericoid,39,40,,,,ok
1813,Ericaceae,Chamaedaphne,calyculata,Chamaedaphne calyculata,Endo er.,Ericoid,153,,+,,,ok
1814,Arecaceae,Chamaerops,humilis,Chamaerops humilis,Ph.th.end.,AM,154,,+,,,ok
1815,Arecaceae,Chamaerops,humilis,Chamaerops humilis,no,no,154,,-,,,ok
1816,Apiaceae,Chamaesciadium,acaule,Chamaesciadium acaule,Ph.th.end.,AM,101,60,,,,ok
1817,Apiaceae,Chamaesciadium,acaule,Chamaesciadium acaule,Ph.th.end.,AM,118,20,,10,30,ok
1818,Apiaceae,Chamaesciadium,acaule,Chamaesciadium acaule,Ph.th.end.,AM,123,20,,10,30,ok
1819,Lamiaceae,Chamaesphacos,ilicifolius,Chamaesphacos ilicifolius,no,no,72,0,,,,ok
1820,Papaveraceae,Chelidonium,majus,Chelidonium majus,no,no,16,,-,,,ok
1821,Papaveraceae,Chelidonium,majus,Chelidonium majus,no,no,153,,-,,,ok
1822,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,3,,-,,,ok
1823,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,57,0,,,,ok
1824,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,64,0,,,,ok
1825,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,65,0,,,,ok
1826,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,69,0,,,,ok
1827,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,70,0,,,,ok
1828,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,76,0,,,,ok
1829,Amaranthaceae,Chenopodium,album,Chenopodium album,no,no,102,0,,,,ok
1830,Ericaceae,Chimaphila,umbellata,Chimaphila umbellata,E.t.ect.arb.,Arbutoid,21,64,,,,ok
1831,Ericaceae,Chimaphila,umbellata,Chimaphila umbellata,E.t.ect.arb.,Arbutoid,22,100,,,,ok
1832,Ericaceae,Chimaphila,umbellata,Chimaphila umbellata,E.t.ect.arb.,Arbutoid,23,100,,,,ok
1833,Ericaceae,Chimaphila,umbellata,Chimaphila umbellata,E.t.ect.arb.,Arbutoid,39,60,,,,ok
1834,Poaceae,Chloris,acicularis,Chloris acicularis,VAM,AM,153,,+,,,ok
1835,Agavaceae,Chlorophytum,comosum,Chlorophytum comosum,Ph.th.end.,AM,154,,+,,,ok
1836,Asteraceae,Chondrilla,ambigua,Chondrilla ambigua,Ph.th.end.,AM,63,20,,,,ok
1837,Asteraceae,Chondrilla,brevirostris,Chondrilla brevirostris,Ph.th.end.,AM,51,20,,,,ok
1838,Asteraceae,Chondrilla,brevirostris,Chondrilla brevirostris,Ph.th.end.,AM,52,40,,,,ok
1839,Brassicaceae,Chorispora,macropoda,Chorispora macropoda,no,no,143,0,,,,ok
1840,Brassicaceae,Chorispora,macropoda,Chorispora macropoda,no,no,145,0,,,,ok
1841,Brassicaceae,Chorispora,sibirica,Chorispora sibirica,no,no,49,0,,,,ok
1842,Euphorbiaceae,Chrozophora,sabulosa,Chrozophora sabulosa,Ph.th.end.,AM,53,80,,,,ok
1843,Asteraceae,Chrysanthemum,bipinnatum,Chrysanthemum bipinnatum,Ph.th.end.,AM,145,40,,,,ok
1844,Asteraceae,Chrysanthemum,carinatum,Chrysanthemum carinatum,Ph.th.end.,AM,145,38,,,,ok
1845,Asteraceae,Chrysanthemum,corymbosum,Chrysanthemum corymbosum,Ph.th.end.,AM,25,94,,,,ok
1846,Asteraceae,Chrysanthemum,sibiricum,Chrysanthemum sibiricum,Ph.th.end.,AM,25,100,,,,ok
1847,Asteraceae,Chrysanthemum,sibiricum,Chrysanthemum sibiricum,Ph.th.end.,AM,29,30,,,,ok
1848,Poaceae,Chrysopogon,aciculatus,Chrysopogon aciculatus,Ph.th.end.,AM,153,,+,,,ok
1849,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,1,,-,,,ok
1850,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,3,,-,,,ok
1851,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,8,0,,,,ok
1852,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,21,0,,,,ok
1853,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,26,0,,,,ok
1854,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,27,0,,,,ok
1855,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,36,0,,,,ok
1856,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,127,0,,,,ok
1857,Saxifragaceae,Chrysosplenium,alternifolium,Chrysosplenium alternifolium,no,no,153,,-,,,ok
1858,Fabaceae,Cicer,arietinum,Cicer arietinum,Ph.th.end.,AM,81,96,,,,ok
1859,Fabaceae,Cicer,arietinum,Cicer arietinum,Ph.th.end.,AM,148,90,,,,ok
1860,Asteraceae,Cicerbita,olgae,Cicerbita olgae,Ph.th.end.,AM,96,40,,,,ok
1861,Asteraceae,Cicerbita,pontica,Cicerbita pontica,Ph.th.end.,AM,95,40,,,,ok
1862,Asteraceae,Cicerbita,racemosa,Cicerbita racemosa,Ph.th.end.,AM,106,15,,10,20,ok
1863,Asteraceae,Cicerbita,racemosa,Cicerbita racemosa,Ph.th.end.,AM,107,60,,,,ok
1864,Asteraceae,Cicerbita,racemosa,Cicerbita racemosa,Ph.th.end.,AM,138,70,,60,80,ok
1865,Asteraceae,Cicerbita,racemosa,Cicerbita racemosa,no,no,103,0,,,,ok
1866,Asteraceae,Cichorium,intybus,Cichorium intybus,Ph.th.end.,AM,39,100,,,,ok
1867,Apiaceae,Cicuta,virosa,Cicuta virosa,no,no,39,,-,,,ok
1868,Asteraceae,Cineraria,maritima,Cineraria maritima,Ph.th.end.,AM,153,,+,,,ok
1869,Asteraceae,Cineraria,maritima,Cineraria maritima,no,no,145,,-,,,ok
1870,Lauraceae,Cinnamomum,burmannii,Cinnamomum burmannii,VAM,AM,154,,+,,,ok
1871,Lauraceae,Cinnamomum,japonicum,Cinnamomum japonicum,Ph.th.end.,AM,149,30,,,,ok
1872,Onagraceae,Circaea,alpina,Circaea alpina,Ph.th.end.,AM,8,82,,,,ok
1873,Onagraceae,Circaea,alpina,Circaea alpina,Ph.th.end.,AM,9,40,,,,ok
1874,Onagraceae,Circaea,alpina,Circaea alpina,VAM,AM,26,,+,,,ok
